2003,84
2014,589
2016,578
2019,639
2024,303
2026,298
2032,302
2035,205
2036,206
2038,206
2041,161
2043,162
2045,158
2047,133
2049,135
2050,134
2053,103
2057,102
2100,102
2102,87
2104,86
2108,86
2112,77
2114,77
2116,77
2119,71
2121,71
2122,73
