t [s],D [m]
0,0.00129297237125733
7.8125e-05,0.00189610131633275
0.00015625,0.00191684611781833
0.000234375,0.00207389766950107
0.0003125,0.00232777147059006
0.000390625,0.00257131613331517
0.00046875,0.00286688709335772
0.000546875,0.00329674731832189
0.000625,0.00357823876401639
0.000703125,0.00376574399634485
0.00078125,0.00394199200303079
0.000859375,0.00411283231170089
0.0009375,0.00427630646931458
0.001015625,0.00441946065938412
0.00109375,0.0045589542103654
0.001171875,0.00468468390317542
0.00125,0.00480485717263758
0.001328125,0.00491638633920843
0.00140625,0.00501936818152324
0.001484375,0.0051202970200039
0.0015625,0.00521182080561501
0.001640625,0.00530073454919823
0.00171875,0.00538185255527122
0.001796875,0.00545716763911951
0.001875,0.00553051407876905
0.001953125,0.00559425808742251
0.00203125,0.00565018021962625
0.002109375,0.00571354966691143
0.0021875,0.00576180696139243
0.002265625,0.00581575756726043
0.00234375,0.00586288915005784
0.002421875,0.00590531987346006
0.0025,0.00595003303718323
0.002578125,0.00598863703839114
0.00265625,0.00602774184607437
0.002734375,0.00606855850089923
0.0028125,0.00610454717483864
0.002890625,0.0061332844813873
0.00296875,0.00616104418720102
0.003046875,0.00618438420160654
0.003125,0.00620506517649732
0.003203125,0.00623152773850788
0.00328125,0.00624818232188423
0.003359375,0.00627278890674959
0.0034375,0.00628695052849135
0.003515625,0.00630832118053991
0.00359375,0.00632216423256987
0.003671875,0.00634038580688494
0.00375,0.00635482922450431
0.003828125,0.0063700687665179
0.00390625,0.00638218158261806
0.003984375,0.00639377419101882
0.0040625,0.00640552797306325
0.004140625,0.00641957121056758
0.00421875,0.00642709539894582
0.004296875,0.00643762602609697
0.004375,0.0064478621089609
0.004453125,0.00645537233045662
0.00453125,0.00646578274497593
0.004609375,0.006471257673288
0.0046875,0.00647718912278043
0.004765625,0.00648328371354721
0.00484375,0.00648788377884705
0.004921875,0.00649023486566301
0.005,0.00648875790217414
0.005078125,0.00648799324062453
0.00515625,0.00648737989813716
0.005234375,0.0064813780764552
0.0053125,0.00647741718569365
0.005390625,0.00647084033840796
0.00546875,0.00646360160292163
0.005546875,0.00645756966626732
0.005625,0.00645027655254613
0.005703125,0.0064406631976322
0.00578125,0.00643314500414883
0.005859375,0.00642394026287933
0.0059375,0.00641427942527436
0.006015625,0.00640463171129851
0.00609375,0.00639479956569672
0.006171875,0.00638346313864244
0.00625,0.00637483429197707
0.006328125,0.00636659468580283
0.00640625,0.00635621344710861
0.006484375,0.00634259092661908
0.0065625,0.00633296434130683
0.006640625,0.006323082627054
0.00671875,0.00630887419971458
0.006796875,0.00629650945147488
0.006875,0.00628585330150825
0.006953125,0.00627465828742415
0.00703125,0.0062576591320867
0.007109375,0.00624870637579383
0.0071875,0.00623556569901356
0.007265625,0.00622361918387826
0.00734375,0.00621087657215388
0.007421875,0.00619855152500472
0.0075,0.00618276140209098
0.007578125,0.00616979888575149
0.00765625,0.00615773262335801
0.007734375,0.00614345589073814
0.0078125,0.00612814476108876
0.007890625,0.00611633662128884
0.00796875,0.00610002378722659
0.008046875,0.00608770712893305
0.008125,0.00607190569294059
0.008203125,0.00605634402774519
0.00828125,0.00604338748968179
0.008359375,0.00603068910203794
0.0084375,0.00601401306009057
0.008515625,0.00599952278644571
0.00859375,0.00598401406201004
0.008671875,0.00597215767241657
0.00875,0.00595263605315487
0.008828125,0.00593844730611181
0.00890625,0.00592452088081787
0.008984375,0.00590679148231704
0.0090625,0.00589499240503859
0.009140625,0.0058770958350206
0.00921875,0.00586565539260519
0.009296875,0.0058452706816349
0.009375,0.00583183833583467
0.009453125,0.00581580879341182
0.00953125,0.00580152363333264
0.009609375,0.00578557854615525
0.0096875,0.00576901469372452
0.009765625,0.00575371306922149
0.00984375,0.00573928459011551
0.009921875,0.0057225524969937
0.01,0.00570713416195802
0.010078125,0.00569108467781386
